name,address,details,about,city,micromarket,img1,img2,price
Vatika Business Park,"Sohna Road, Gurugram","Dedicated Desk - starting from
₹18,000
/Seat
Enquire | Private Cabin - starting from
₹35,000
/Seat
Enquire","Vatika Business Park Sohna Road is an executive business center located in Sector-49 Gurgaon. It offers fully furnished serviced offices, commercial office space on lease, business address at a prime location, virtual office space, meeting rooms and HD video conference rooms. This Space is strategically located on the Gurugram Sohna Road expressway with close proximity to the NH8.",Gurgaon,Sohna Road,https://img.cofynd.com/images/original/6f65ba41a83cb464ebef1f5cc0c7d01f3f9d7ce8.jpg,https://img.cofynd.com/images/original/b274c3436e5dce259b7565d5b24c73e9e5274e53.jpg,18000.0
Apeejay Business Centre,"DLF Cyber City, Gurugram","Private Cabin - starting from
₹28,000
/Seat
Enquire","Welcome to Apeejay Business Centre Gurgaon, a well-equipped and ready-to-use workspace. It is a modern coworking space that focuses on accessibility, business suitability and commercial viability. It caters to top most business houses, young startups and mid-segment organizations. It offers access to various business and administrative services. It boasts of state of the art facilities such as IT support, advanced gadgets, internet connectivity, power backup, high-level security, networking o...",Gurgaon,Dlf Cyber City,https://img.cofynd.com/images/original/d8922129e2990c46eb5bdba26f6ae3db5a927bfd.jpg,https://img.cofynd.com/images/original/c8b5b2142cf0d67954c4159976501575de69d009.jpg,28000.0
Avanta Business Centre,"Sector 30, Gurugram","Private Cabin - starting from
₹15,000
/Seat
Enquire","Avanta Business Centre, Gurgaon is a state of the art workspace. Whether you are running a small business or SME, it has a space plan for your business. It is equipped with state of the art amenities - High-Speed WiFi, Unlimited Tea, Coffee, Printer, Scanner, Ergonomic Chairs, 100% Power Backup, Housekeeping, Reception and Tech-enabled Conference or Meeting Rooms. Located in an established commercial centre, it gives easy access to MG Road Metro Station and other local transport modes.",Gurgaon,Sector 30,https://img.cofynd.com/images/original/60dc5cd5185ac13219b4a87a7ba6fb8dfd6fe7de.jpg,https://img.cofynd.com/images/original/bb3c0bf52ecb8b47485a27cf5d3c4d5f6925b0e9.jpg,15000.0
91springboard NH8,"Udyog Vihar, Gurugram","Hot Desk - starting from
₹400
/Seat
Enquire | Dedicated Desk - starting from
₹10,200
/Seat
Enquire | Private Cabin - starting from
₹12,000
/Seat
Enquire","91springboard Udyog Vihar has a member capacity of over 1200 people. It is spread over 52,000 sq.ft. and far away from the other crowded areas of Udyog Vihar. Apart from the Flexible Hot Desks, Dedicated Desks and Private Office, they offer In-House Cafes, Micro Kitchen on each floor and an event space to host up to 150 members. It also has good connectivity to Cyber Hub, Sector-29 Market, Galleria Market and 2 Km distance to MG Road Metro Station.",Gurgaon,Udyog Vihar,https://img.cofynd.com/images/original/52abc532d65298e44ba08417ad66e45a2fef4692.jpg,https://img.cofynd.com/images/original/4633b1f7db5cb4d092a9fd43f7f1724ee5979110.jpg,10200.0
The Office Pass DLF Cyber City,"DLF Cyber City, Gurugram","Dedicated Desk - starting from
₹14,000
/Seat
Enquire | Private Cabin - starting from
₹25,000
/Seat
Enquire","The Office Pass at Cyber City Gurugram, offers you the prime location to work at with their state of the art amenities to help grow your business. It offers excellent connectivity to Moulsari Avenue Rapid Metro Station and close proximity to Cyber Hub, NH-8 and Ambience Mall. This Centre is equipped with the high-grade infrastructure and excellent workspace design for businesses of all sizes.",Gurgaon,Dlf Cyber City,https://img.cofynd.com/images/original/ad3e47ecac9feebf935c81756b2c2316f2ce7714.jpg,https://img.cofynd.com/images/original/912195f066a66b74f56556156079e6a5be214482.jpg,14000.0
Plus Offices Huda Metro,"Sector-44, Gurugram","Dedicated Desk - starting from
₹9,000
/Seat
Enquire | Private Cabin - starting from
₹10,000
/Seat
Enquire | Virtual Office - ₹20,000/ Year
Enquire","Plus offices Coworking office space in Sector 44 Gurgaon is an ideal shared office space on rent for Freelancers, Startups and Enterprises. It offers Hot Desks, Dedicated Desks, Private Cabins, Meeting Rooms equipped with state of the art amenities and features. This Space is walking distance from the HUDA City Metro Station with every facility available at a stone throw distance.",Gurgaon,Sector 44,https://img.cofynd.com/images/original/d5e3d09e77bec35c8c28fc86d8baef3527dbe685.jpg,https://img.cofynd.com/images/original/c55d44e339ac94ae19ef3f791a4f1785e91fcc47.jpg,9000.0
Cube8 Udyog Vihar,"Udyog Vihar Sector 18, Gurugram","Hot Desk - starting from
₹6,500
/Seat
Enquire | Dedicated Desk - starting from
₹7,500
/Seat
Enquire | Private Cabin - starting from
₹8,500
/Seat
Enquire","Cube 8 Coworking is an affordable coworking space located in Udyog Vihar. Spread over two floors, it offers Open Desks, Private Cabins, Meeting Rooms, Conference Rooms equipped with all the state of the art amenities like High-Speed Wifi, Cafeteria, Lounges, Reprographics area, 24*7 Power Backup, Parking Facilities and access to the networking events. This Space has close proximity to Belvedere Tower Rapid Metro Station and various modes of transportation.",Gurgaon,Udyog Vihar,https://img.cofynd.com/images/original/3de363ed08497bb6523c518f583754b7f21dd4f5.jpg,https://img.cofynd.com/images/original/bf6cbce7ed4f8ff85f4eeaad5c571f031d8e0288.jpg,7500.0
My Offiz Udyog Vihar,"Sector 20, Gurugram","Dedicated Desk - starting from
₹6,000
/Seat
Enquire | Private Cabin - starting from
₹7,500
/Seat
Enquire","My office is a well-equipped workspace located in the millennium city of India, Gurgaon. This shared space is exclusively designed with a chic business class interior, astonishing furniture, comfortable armchairs and a desk.
It offers a flexible dedicated desk, private cabins and day pass in a reasonable range. Aside from this total work area is secure with CCTV inclusion, smart card entry, fast wifi access, and so on.
My office Coworking space is ideally suited for new ...",Gurgaon,Sector 20,https://img.cofynd.com/images/original/2099ca8d7f46a34885e55a330a6f67683a0cf61c.jpg,https://img.cofynd.com/images/original/7d0f522a96d19081cf62a0b34f4f3f2e67e1c4b6.jpg,6000.0
CorporatEdge DLF Cyber Hub,"DLF Cyber City, Gurugram","Private Cabin - starting from
₹20,000
/Seat
Enquire","Situated in the heart of Gurugram, Corporatedge Cyber Hub has over 290 work desks, offices with built-in manager’s cabin and offices with custom configurations. This center also offers support services such as secretarial assistance, a professionally managed front desk with a guest lounge, calls/ mail handling and concierge services. You can also take a break and walk downstairs to unwind at Cyber Hub where you will find fine dining, lounges, cafes and retail.",Gurgaon,Dlf Cyber City,https://img.cofynd.com/images/original/17b641cc63d603716c3a9a578c49b3069890a4a1.jpg,https://img.cofynd.com/images/original/27490facef5b547c25fdebe0cd49fc72600fe979.jpg,20000.0
AltF MG Road,"Plaza Mall, Gurugram","Dedicated Desk - starting from
₹9,000
/Seat
Enquire | Private Cabin - starting from
₹10,000
/Seat
Enquire",AltF Plaza Mall is located on the popular MG Road and has various seating arrangements to choose from. It is the best space for creative and innovative minds to network with other people. It's 400 meters from the MG Road Metro Station and has ample parking spots available in and around the premises for a reasonable cost.,Gurgaon,Plaza Mall,https://img.cofynd.com/images/original/4596f8e6ef14b664df2bec73a975e4d9cd8483a8.jpg,https://img.cofynd.com/images/original/dd614dafde7889fab0279274e11e7e08bfe442e1.jpg,9000.0
CorporatEdge Golf Course Road,"Two Horizon Centre, Gurugram","Private Cabin - starting from
₹42,000
/Seat
Enquire","Situated on the popular Golf Course Road, CorporatEdge Two Horizon Centre offers you work desks, private serviced offices, customized personal offices and meeting rooms with varied seating capacities and the best of services apart from other amenities. The Sector 42-43 Metro Station is walking distance and the center is surrounded by some of the most renowned companies in the field of finance and technology.",Gurgaon,Two Horizon Centre,https://img.cofynd.com/images/original/080e60469ed6643cd1e9f8a1b252fc57596565b9.jpg,https://img.cofynd.com/images/original/c1aa78c10d049f4c052c06bc41f9c78c297d67c7.jpg,42000.0
AltF Sector 44,"Sushant Lok, Gurugram","Dedicated Desk - starting from
₹8,000
/Seat
Enquire | Private Cabin - starting from
₹15,000
/Seat
Enquire","Altf Coworking, Sector-44 is one of the well-equipped workspaces designed to increase every client’s productivity. It offers various flexible seating options with state of the art amenities like Ample Car Parking, High-Speed Wifi, Printing Facilities and close proximity to the HUDA City Centre Metro Station.",Gurgaon,Sushant Lok,https://img.cofynd.com/images/original/c1c99c5f37fd8c7c8d23c6d86fecfd460c1d45cd.jpg,https://img.cofynd.com/images/original/6b36d788a7586fe3d5e5569423b7ea3f1b868bcd.jpg,8000.0
CorporatEdge DLF Cyber City,"DLF Epitome, Gurugram","Private Cabin - starting from
₹28,000
/Seat
Enquire","CorporatEdge, Cyber City is one of the most sought after spaces, spreading across 16,000 sq ft with 190 work desks and 40 private offices along with meeting rooms and other amenities. Located at the center of the financial hub of Gurugram, it’s walking distance from IndusInd Metro Station and also neighbors with Cyber Hub with its varied amenities like dining options, lounges, cafes and retail shops.",Gurgaon,Dlf Epitome,https://img.cofynd.com/images/original/50669ec1383b4977e4db2939a776ffd2b56c40d0.jpg,https://img.cofynd.com/images/original/7726f18a403dda34ef7f9c0bd06942e8d611a10a.jpg,28000.0
The Office Pass Tower B,"Unitech Cyber Park, Gurugram","Dedicated Desk - starting from
₹10,000
/Seat
Enquire | Private Cabin - starting from
₹10,000
/Seat
Enquire","The Office Pass Coworking Space at Unitech Cyber Park is centrally located in Gurugram. It offers a mixture of work professionalism, urban lifestyle to transform your productivity level into a mindful environment to encourage creativity. This coworking centre is very well connected to the HUDA City Metro Station by the shared autos and cabs and also good connectivity to NH-8, restaurants, coffee shops to make this coworking Centre an exciting place to work.",Gurgaon,Unitech Cyber Park,https://img.cofynd.com/images/original/e2be3337d4c2fbda9c62fa8527e178af3a0551c4.jpg,https://img.cofynd.com/images/original/a4616c5faf19eb7c397fa56c98639c3dd15df2da.jpg,10000.0
Cowork by Investopad Sector 32,"Prem Puri Sector 32, Gurugram","Hot Desk - starting from
₹8,000
/Seat
Enquire | Dedicated Desk - starting from
₹10,000
/Seat
Enquire","Investopad Coworking Space in Sector-32 Gurugram is a high energy environment that provides flexibility to your business with the various work settings available like comfortable Workspaces, Conference Rooms, Networking Opportunities and the count goes on. This Centre is designed to give you the energy to excel in the world of emerging coworking spaces.",Gurgaon,Prem Puri Sector 32,https://img.cofynd.com/images/original/1bf89962eac35c19ee012d8f8a3680c8cfb806fa.jpg,https://img.cofynd.com/images/original/d697e19a56b02cf7bdebbfdb7b0c828b84f1cd91.jpg,10000.0
WeWork Udyog Vihar III,"Vi-John Tower, Gurugram","Hot Desk - starting from
₹12,000
/Seat
Enquire | Dedicated Desk - starting from
₹13,100
/Seat
Enquire | Private Cabin - starting from
₹13,100
/Seat
Enquire | Virtual Office - ₹70,000/ Year
Enquire","WeWork Vi-John Tower situated in Udyog Vihar Phase-3, connecting Gurugram and New Delhi. It has office space distributed over four floors for teams of all sizes. In this modern complex, you will find lounges, modern conference rooms, dedicated desks and sleek private offices. Commuting is simple with the Udyog Vihar Bus stop a short walk away, the Induslnd Bank Metro Station is also in near proximity apart from the onsite parking.",Gurgaon,Vijohn Tower,https://img.cofynd.com/images/original/c87122831e190a69e8eda0e1f7168d6659251bd2.jpg,https://img.cofynd.com/images/original/96b3777e0ca0bc0eb9de06564782e1d9bc4294c6.jpg,13100.0
WeWork MG Road,"Platina Tower, Gurugram","Dedicated Desk - starting from
₹26,000
/Seat
Enquire | Private Cabin - starting from
₹30,000
/Seat
Enquire","WeWork Platina Tower is strategically located on MG Road, Gurugram. An expansive atrium on the ground floor greets your clients with prestige, while a spiral staircase takes them up to smartly designed conference rooms. In this modern complex, you will find lounges, modern conference rooms, dedicated desks and sleek private offices. Adjacent to Sikanderpur Metro, this space connects your business to Delhi and to the country’s top finance and technology firms at Cyber City.",Gurgaon,Platina Tower,https://img.cofynd.com/images/original/c26ae667a5c05fd89c841a71c1f6bb7fcc1c749d.jpg,https://img.cofynd.com/images/original/c9be0b417899e4d6fce47f17b88649bb5d7b8ada.jpg,26000.0
WeWork Udyog Vihar IV,"Blue One Square, Gurugram","Hot Desk - starting from
₹15,000
/Seat
Enquire | Dedicated Desk - starting from
₹16,000
/Seat
Enquire | Private Cabin - starting from
₹16,000
/Seat
Enquire | Virtual Office - ₹70,000/ Year
Enquire","WeWork is a global network of workspaces where companies grow together. WeWork, Blue One Square is a perfect place for creative agencies, startups to enterprise clients. This centre occupies eight floors with Private Offices, Lounges, Meetings Rooms, Dedicated Game Room and inviting outdoor space for an unbeatable experience. It has also close proximity to Ambience Mall, Cyber Hub and IndusInd Bank Rapid Metro Station.",Gurgaon,Blue One Square,https://img.cofynd.com/images/original/38b50ae2995a2bc481314a5a0c6061d3686b7ea9.jpg,https://img.cofynd.com/images/original/1c3391ab0d7a8e8ad2cc79f72b7cc234040af0a5.jpg,16000.0
